curso,turno,qualificacao_previa,nacionalidade,necessidades_especiais,mensalidade_em_dia,sexo,bolsista,aprovacoes,aproveitamentos,matriculas,media,indice_deseprego,indice_inflacao,PIB,STATUS
11,1,1,1,0,1,1,0,12,0,12,26.9285714285714,8.9,1.4,3.51,1
15,1,1,1,0,1,0,1,12,0,12,26.9285714285714,13.9,-0.3,0.79,1
5,1,1,1,0,1,0,0,12,0,12,26.9285714285714,8.9,1.4,3.51,1
10,1,1,1,0,1,0,1,12,0,12,26.9285714285714,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,14,0,15,26.9272727272727,16.2,0.3,-0.92,1
14,1,1,1,0,1,0,0,12,0,12,26.9047619047619,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,12,0,12,26.9047619047619,13.9,-0.3,0.79,1
7,1,1,1,0,1,1,0,8,0,10,26.9047619047619,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,15,0,15,26.9007936507937,16.2,0.3,-0.92,1
8,1,1,1,0,1,0,0,9,0,10,26.9,12.7,3.7,-1.7,1
11,1,1,1,0,1,0,0,7,0,12,26.9,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,12,0,14,26.9,7.6,2.6,0.32,1
6,1,14,1,0,1,0,0,6,2,12,26.9,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,14,0,16,26.8857142857143,12.7,3.7,-1.7,1
10,1,1,1,0,1,0,0,12,0,12,26.8809523809524,12.7,3.7,-1.7,1
5,1,1,1,0,1,1,1,11,0,12,26.8666666666667,12.4,0.5,1.79,1
8,1,1,1,0,1,1,0,8,0,10,26.8666666666667,7.6,2.6,0.32,1
14,1,1,1,0,1,1,0,11,0,12,26.8571428571429,15.5,2.8,-4.06,1
17,0,3,1,0,1,0,0,10,0,10,26.8571428571429,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,16,0,16,26855.0,9.4,-0.8,-3.12,1
8,1,1,1,0,1,1,0,9,0,10,26.85,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,16,0,16,26.8475,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,24,22,28,26.8347826086957,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,12,0,12,26.8333333333333,12.7,3.7,-1.7,1
17,0,3,1,0,1,0,0,10,0,10,26.8333333333333,10.8,1.4,1.74,1
9,1,1,1,0,1,1,0,6,0,10,26.8333333333333,13.9,-0.3,0.79,0
15,1,1,1,0,1,1,0,11,2,13,26.8333333333333,8.9,1.4,3.51,0
5,1,1,1,0,1,0,1,12,0,12,26.8333333333333,12.7,3.7,-1.7,1
4,1,1,1,0,1,0,0,17,10,24,26.8333333333333,15.5,2.8,-4.06,1
3,0,1,1,0,1,0,0,10,0,12,26.8333333333333,13.9,-0.3,0.79,0
3,0,12,1,0,0,0,0,12,0,12,26.8333333333333,7.6,2.6,0.32,1
10,1,1,1,0,1,0,1,12,0,12,26.8333333333333,12.4,0.5,1.79,1
9,1,1,1,0,1,1,0,4,0,10,26.8333333333333,7.6,2.6,0.32,1
11,1,12,1,0,1,1,0,12,0,12,26.8333333333333,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,12,0,12,26.8333333333333,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,12,0,14,26.8333333333333,7.6,2.6,0.32,1
15,1,12,1,0,1,1,0,12,0,12,26.8333333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,16,0,16,26.8325,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,0,16,26.8285714285714,12.7,3.7,-1.7,0
10,1,16,1,0,0,0,0,11,9,18,26.8214285714286,8.9,1.4,3.51,0
12,1,1,1,0,1,0,1,16,0,16,26.8075,9.4,-0.8,-3.12,1
15,1,1,1,0,0,0,0,9,0,12,26.8,12.4,0.5,1.79,0
8,1,1,1,0,1,0,0,11,0,12,26.8,12.4,0.5,1.79,1
14,1,1,1,0,1,0,1,10,0,12,26.8,12.4,0.5,1.79,1
12,1,1,1,0,1,1,0,14,0,16,26.8,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,0,10,0,10,26.8,7.6,2.6,0.32,1
8,1,1,1,0,1,1,0,8,0,10,26.8,7.6,2.6,0.32,1
14,1,1,1,0,1,0,0,10,0,12,26.8,13.9,-0.3,0.79,1
15,1,1,1,0,1,0,1,10,0,12,26.8,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,12,0,15,26.8,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,15,0,15,26.79625,15.5,2.8,-4.06,1
12,1,15,1,0,0,0,0,8,5,14,26.7866666666667,12.4,0.5,1.79,0
10,1,1,1,0,1,0,1,12,0,12,26.7857142857143,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,16,0,16,26.7825,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,15,0,15,26.7825,15.5,2.8,-4.06,1
13,1,1,1,0,1,0,1,15,0,15,26.7732142857143,10.8,1.4,1.74,1
11,1,1,1,0,1,1,0,11,0,12,26.7714285714286,12.7,3.7,-1.7,1
13,1,1,1,0,1,0,1,15,0,15,26.7680555555556,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,12,0,14,26.7666666666667,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,14,0,16,26.7628571428571,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,16,0,16,26.7625,9.4,-0.8,-3.12,1
7,1,1,1,0,1,1,1,8,0,10,26.7619047619048,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,15,0,15,26.7571428571429,12.4,0.5,1.79,1
15,1,12,1,0,0,1,0,8,0,12,26.75,12.7,3.7,-1.7,0
14,1,1,1,0,1,1,0,8,0,10,26.75,7.6,2.6,0.32,1
3,0,15,1,0,1,0,0,8,11,19,26.75,8.9,1.4,3.51,0
9,1,1,1,0,1,0,1,8,0,10,26.75,12.7,3.7,-1.7,1
11,1,1,1,0,1,1,1,12,0,12,26.7380952380952,8.9,1.4,3.51,1
12,1,12,1,0,1,0,1,16,0,16,26735.0,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,1,11,0,12,26.7333333333333,8.9,1.4,3.51,1
15,1,1,1,0,1,0,0,12,0,12,26.7142857142857,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,13,0,15,26.705873015873,15.5,2.8,-4.06,1
8,1,1,1,0,1,1,0,11,0,12,26.7,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,10,0,14,26.7,16.2,0.3,-0.92,1
12,1,1,1,0,1,1,0,12,0,14,26.7,7.6,2.6,0.32,1
12,1,1,1,0,1,1,1,15,0,15,26.7,13.9,-0.3,0.79,1
5,1,1,1,0,1,1,0,9,8,24,26.7,8.9,1.4,3.51,0
6,1,1,1,0,1,1,0,12,0,12,26.7,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,16,0,16,26695.0,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,16,0,16,26685.0,9.4,-0.8,-3.12,1
16,1,12,1,0,1,0,1,15,2,15,26.6785714285714,13.9,-0.3,0.79,1
12,1,6,1,0,1,0,0,12,0,14,26.6666666666667,7.6,2.6,0.32,1
15,1,1,1,0,1,0,1,12,0,12,26.6666666666667,9.4,-0.8,-3.12,1
10,1,14,1,0,1,0,0,12,5,12,26.6666666666667,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,12,0,12,26.6666666666667,8.9,1.4,3.51,1
15,1,1,1,0,1,0,0,12,0,12,26.6666666666667,11.1,0.6,2.02,1
3,0,12,1,0,1,0,0,12,1,12,26.6666666666667,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,12,0,12,26.6666666666667,12.4,0.5,1.79,1
15,1,1,12,0,1,0,0,12,0,12,26.6666666666667,12.4,0.5,1.79,1
6,1,14,1,0,1,0,0,10,4,12,26.6666666666667,16.2,0.3,-0.92,1
14,1,1,1,0,1,0,0,11,0,12,26.6666666666667,11.1,0.6,2.02,1
2,1,1,1,0,1,1,0,23,10,23,26.6666666666667,8.9,1.4,3.51,1
6,1,1,1,0,1,0,1,6,0,10,26.6666666666667,9.4,-0.8,-3.12,0
5,1,1,1,0,1,1,0,12,0,12,26.6666666666667,9.4,-0.8,-3.12,1
15,1,1,1,0,1,1,1,12,0,12,26.6666666666667,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,1,12,0,12,26.6666666666667,10.8,1.4,1.74,1
3,0,1,1,0,1,0,1,12,0,12,26.6666666666667,12.7,3.7,-1.7,1
15,1,1,1,0,1,0,0,12,0,12,26.6666666666667,15.5,2.8,-4.06,1
15,1,1,1,0,1,0,0,11,0,12,26.6666666666667,12.7,3.7,-1.7,1
6,1,1,1,0,1,0,0,9,0,12,26.6666666666667,12.4,0.5,1.79,1
8,1,14,1,0,0,0,0,9,3,12,26.6666666666667,12.4,0.5,1.79,0
16,1,1,1,0,1,0,0,9,0,12,26.6666666666667,9.4,-0.8,-3.12,1
6,1,1,1,0,1,1,0,6,0,10,26.6666666666667,7.6,2.6,0.32,1
12,1,1,1,0,1,1,1,14,0,16,26.6628571428571,10.8,1.4,1.74,1
11,1,1,1,0,1,1,0,11,0,12,26.6571428571429,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,14,0,16,26.6571428571429,12.7,3.7,-1.7,1
12,1,1,1,0,0,0,0,14,0,16,26.6542857142857,10.8,1.4,1.74,0
12,1,1,1,0,1,1,0,12,0,14,26.65,16.2,0.3,-0.92,1
9,1,1,1,0,1,1,0,9,0,10,26.65,8.9,1.4,3.51,0
12,1,1,1,0,1,0,0,15,0,15,26.6360317460317,16.2,0.3,-0.92,1
5,1,1,1,0,1,0,1,11,0,12,26.6333333333333,16.2,0.3,-0.92,1
4,1,1,1,0,1,1,0,10,2,12,26.6333333333333,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,11,0,14,26.6314285714286,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,14,0,16,26.6285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,14,0,16,26.6285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,0,0,1,14,0,15,26.6271428571429,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,16,0,16,26.62,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,15,0,15,26.6190476190476,16.2,0.3,-0.92,1
14,1,1,1,0,1,1,1,12,0,12,26.6190476190476,8.9,1.4,3.51,1
9,1,1,1,0,1,0,0,10,0,10,26.6,11.1,0.6,2.02,1
12,1,1,1,0,1,1,0,11,0,14,26.6,12.4,0.5,1.79,0
9,1,1,1,0,1,0,1,10,0,10,26.6,12.7,3.7,-1.7,1
12,1,1,1,0,1,1,0,12,0,14,26.6,7.6,2.6,0.32,1
17,0,1,1,0,1,1,1,20,10,20,26.6,10.8,1.4,1.74,1
9,1,1,18,0,1,1,0,10,0,10,26.6,9.4,-0.8,-3.12,1
3,0,1,1,0,1,0,0,10,0,12,26.6,15.5,2.8,-4.06,1
16,1,1,1,0,1,0,1,12,0,12,26.5952380952381,15.5,2.8,-4.06,1
3,0,12,1,0,1,1,0,12,0,12,26.5952380952381,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,14,0,16,26.5942857142857,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,14,0,15,26.5848611111111,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,24,0,28,26.5833333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,14,0,16,26.58,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,8,16,26.5714285714286,12.7,3.7,-1.7,1
16,1,1,1,0,1,0,0,12,0,12,26.5714285714286,7.6,2.6,0.32,1
16,1,1,1,0,1,0,1,11,0,12,26.5666666666667,9.4,-0.8,-3.12,1
8,1,1,1,0,0,0,0,10,0,12,26.5666666666667,8.9,1.4,3.51,1
12,1,1,1,0,1,0,1,15,0,15,26.5571428571429,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,16,0,16,26.5525,9.4,-0.8,-3.12,1
14,1,1,1,0,1,1,1,9,0,12,26.55,12.7,3.7,-1.7,1
7,1,1,1,0,1,1,0,10,0,10,26.547619047619,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,12,0,15,26.5431428571429,11.1,0.6,2.02,1
14,1,1,1,0,1,1,0,10,0,12,26.5357142857143,15.5,2.8,-4.06,1
14,1,1,1,0,1,0,0,11,0,12,26.5333333333333,13.9,-0.3,0.79,1
14,1,1,1,0,1,0,0,10,0,10,26.5333333333333,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,11,0,12,26.5333333333333,9.4,-0.8,-3.12,1
12,1,1,1,0,1,1,1,12,0,14,26.5333333333333,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,12,0,12,26.5238095238095,13.9,-0.3,0.79,1
14,1,1,1,0,1,1,0,10,0,12,26.5238095238095,11.1,0.6,2.02,0
12,1,1,1,0,1,0,0,14,0,16,26.5171428571429,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,14,0,15,26.51625,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,16,0,16,26515.0,9.4,-0.8,-3.12,1
11,1,12,1,0,1,0,1,11,0,12,26.5142857142857,16.2,0.3,-0.92,0
12,1,1,1,0,1,0,0,16,0,16,26.5075,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,11,0,14,26.5066666666667,12.4,0.5,1.79,1
10,1,1,12,0,0,0,0,11,0,12,26.5,13.9,-0.3,0.79,1
10,1,1,1,0,1,1,0,12,0,12,26.5,10.8,1.4,1.74,0
16,1,1,1,0,1,0,0,12,0,12,26.5,7.6,2.6,0.32,1
11,1,1,1,0,1,0,0,5,0,12,26.5,7.6,2.6,0.32,0
15,1,1,4,0,1,1,1,12,0,12,26.5,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,1,12,0,12,26.5,10.8,1.4,1.74,1
16,1,1,1,0,1,0,1,10,0,12,26.5,9.4,-0.8,-3.12,1
6,1,16,1,0,0,0,0,19,11,20,26.5,8.9,1.4,3.51,1
5,1,1,1,0,1,1,0,12,0,12,26.5,11.1,0.6,2.02,1
4,1,3,1,0,1,1,0,3,3,12,26.5,15.5,2.8,-4.06,0
14,1,1,12,1,1,0,0,11,0,12,26.5,8.9,1.4,3.51,1
5,1,1,1,0,1,0,0,11,0,12,26.5,12.4,0.5,1.79,1
15,1,12,1,0,0,0,1,12,0,12,26.5,11.1,0.6,2.02,1
15,1,1,1,0,1,0,0,12,0,12,26.5,10.8,1.4,1.74,1
1,1,1,1,0,1,1,0,4,0,14,26.5,12.4,0.5,1.79,0
10,1,1,1,0,1,0,1,12,0,12,26.5,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,0,12,0,12,26.5,10.8,1.4,1.74,1
12,1,1,1,0,1,1,0,16,0,16,26.4975,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,14,0,16,26.4857142857143,12.7,3.7,-1.7,1
12,1,1,1,0,1,1,1,15,0,15,26.4777777777778,15.5,2.8,-4.06,1
6,1,1,1,0,1,1,0,9,0,10,26.4666666666667,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,16,0,16,26465.0,9.4,-0.8,-3.12,1
2,1,1,1,0,1,0,0,20,20,30,26.4646464646465,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,14,0,15,26.4575,15.5,2.8,-4.06,1
15,1,12,1,0,1,1,1,12,0,12,26.452380952381,10.8,1.4,1.74,1
5,1,1,1,0,1,1,1,12,0,12,26.452380952381,8.9,1.4,3.51,1
14,1,1,1,0,1,1,0,10,0,12,26.45,10.8,1.4,1.74,1
14,1,1,1,1,1,0,0,12,0,12,26.4444444444444,10.8,1.4,1.74,1
4,1,14,1,0,1,1,0,17,9,19,26.4444444444444,16.2,0.3,-0.92,1
12,1,3,1,0,1,0,0,16,0,16,26.44,9.4,-0.8,-3.12,1
9,1,1,1,0,1,1,0,10,0,10,26.4333333333333,16.2,0.3,-0.92,1
16,1,1,1,0,1,0,1,14,0,14,26.4285714285714,8.9,1.4,3.51,1
12,1,1,1,0,1,0,1,14,0,15,26.4285714285714,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,1,14,0,16,26.4285714285714,12.7,3.7,-1.7,1
13,1,1,1,0,1,0,1,15,0,15,26.4089285714286,15.5,2.8,-4.06,1
3,0,4,1,0,1,0,0,22,17,27,26.4017094017094,15.5,2.8,-4.06,0
14,1,1,1,0,1,0,0,9,0,12,26.4,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,1,8,0,10,26.4,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,10,0,10,26.4,16.2,0.3,-0.92,1
6,1,1,1,0,1,0,0,10,2,10,26.4,12.7,3.7,-1.7,1
9,1,1,1,0,1,0,0,10,0,10,26.4,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,10,0,10,26.4,10.8,1.4,1.74,1
9,1,14,1,0,1,0,1,12,6,12,26.4,11.1,0.6,2.02,1
12,1,1,1,0,1,1,0,12,0,14,26.4,7.6,2.6,0.32,1
10,1,1,1,0,1,0,0,11,0,12,26.4,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,15,0,15,26.3925,12.4,0.5,1.79,1
10,1,1,1,1,1,0,1,12,0,12,26.3809523809524,12.7,3.7,-1.7,1
14,1,1,1,0,1,0,1,11,0,12,26.3714285714286,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,12,0,12,26.3666666666667,15.5,2.8,-4.06,1
14,1,1,1,0,1,1,0,11,0,12,26.3666666666667,8.9,1.4,3.51,1
15,1,1,1,0,1,0,1,11,0,12,26.3666666666667,12.4,0.5,1.79,0
12,1,1,1,0,1,1,1,12,0,14,26.3666666666667,7.6,2.6,0.32,1
3,0,1,1,0,1,1,0,16,5,16,26.3650793650794,8.9,1.4,3.51,1
4,1,3,1,0,1,0,0,29,18,29,26.3642857142857,15.5,2.8,-4.06,1
10,1,14,1,0,1,0,1,22,12,22,26.3636363636364,12.4,0.5,1.79,1
12,1,4,1,0,1,1,0,13,4,15,26.3529166666667,11.1,0.6,2.02,0
14,1,1,1,0,1,0,0,9,0,11,26.35,12.7,3.7,-1.7,1
2,1,1,1,0,1,0,0,22,10,23,26.3409090909091,8.9,1.4,3.51,1
15,1,1,1,0,1,0,0,12,0,12,26.3333333333333,12.7,3.7,-1.7,1
17,0,1,1,0,1,1,1,9,0,10,26.3333333333333,16.2,0.3,-0.92,0
15,1,1,1,0,1,0,1,12,0,12,26.3333333333333,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,1,12,0,12,26.3333333333333,16.2,0.3,-0.92,1
3,0,12,1,0,1,0,1,11,0,12,26.3333333333333,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,12,0,12,26.3333333333333,11.1,0.6,2.02,1
8,1,1,1,0,1,0,0,12,0,12,26.3333333333333,16.2,0.3,-0.92,1
6,1,1,1,0,1,0,1,12,0,12,26.3333333333333,15.5,2.8,-4.06,1
14,1,1,1,0,1,1,0,10,0,12,26.3333333333333,12.4,0.5,1.79,1
10,1,14,1,0,1,1,0,8,5,12,26.3333333333333,13.9,-0.3,0.79,0
3,0,1,1,0,1,0,1,12,0,12,26.3333333333333,10.8,1.4,1.74,1
9,1,1,1,0,1,1,0,10,0,10,26.3333333333333,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,0,12,0,12,26.3333333333333,8.9,1.4,3.51,1
15,1,1,1,0,1,1,1,10,0,12,26.3333333333333,9.4,-0.8,-3.12,1
6,1,1,1,0,1,0,0,10,0,10,26.3333333333333,7.6,2.6,0.32,1
4,1,1,1,0,1,0,0,10,0,12,26.3333333333333,16.2,0.3,-0.92,1
15,1,1,1,0,1,1,1,12,0,12,26.3333333333333,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,12,0,12,26.3333333333333,12.7,3.7,-1.7,1
15,1,1,1,0,1,0,0,12,0,12,26.3333333333333,10.8,1.4,1.74,0
10,1,1,1,0,1,0,0,12,0,12,26.3333333333333,8.9,1.4,3.51,1
17,0,4,1,0,1,1,0,10,0,10,26.3142857142857,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,1,15,0,15,26.3101587301587,12.4,0.5,1.79,1
12,1,1,1,0,1,1,0,14,0,16,26.3085714285714,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,14,0,16,26.3085714285714,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,14,0,16,26.3028571428571,10.8,1.4,1.74,1
16,1,1,1,1,1,0,1,11,0,12,26.3,12.7,3.7,-1.7,0
16,1,1,1,0,1,0,1,13,0,14,26.2857142857143,12.4,0.5,1.79,1
10,1,1,1,0,1,0,1,12,0,12,26.2857142857143,16.2,0.3,-0.92,1
6,1,14,1,0,1,0,1,8,3,12,26.2857142857143,10.8,1.4,1.74,1
4,1,14,1,0,1,0,0,12,0,12,26.2857142857143,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,8,0,12,26.2857142857143,12.4,0.5,1.79,0
4,1,14,1,0,1,0,0,12,0,12,26.2857142857143,15.5,2.8,-4.06,1
6,1,1,1,0,1,0,1,12,0,12,26.2857142857143,11.1,0.6,2.02,1
9,1,1,1,0,1,0,0,10,0,10,26.2857142857143,12.7,3.7,-1.7,1
13,1,1,1,0,1,0,1,15,0,15,26.2767857142857,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,0,20,16,24,26.2727272727273,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,13,0,15,26.2714285714286,13.9,-0.3,0.79,1
10,1,1,1,0,1,0,1,29,26,29,26.2666666666667,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,0,9,0,12,26.2666666666667,11.1,0.6,2.02,1
15,1,1,1,0,1,1,0,11,0,12,26.2666666666667,12.4,0.5,1.79,1
8,1,1,1,0,1,1,0,8,0,12,26.2666666666667,13.9,-0.3,0.79,0
15,1,1,1,0,1,1,0,10,0,12,26.2666666666667,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,15,0,15,26.2610714285714,11.1,0.6,2.02,1
16,1,1,1,0,1,0,1,9,0,12,26.25,7.6,2.6,0.32,1
3,0,9,1,0,1,0,0,14,7,14,26.25,7.6,2.6,0.32,1
2,1,1,1,0,0,0,0,23,10,23,26.25,8.9,1.4,3.51,1
6,1,1,1,0,1,0,0,9,0,10,26.25,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,15,0,15,26.24875,15.5,2.8,-4.06,1
15,1,1,1,0,1,0,0,12,0,12,26.2380952380952,13.9,-0.3,0.79,1
4,1,14,1,0,1,1,0,12,0,12,26.2380952380952,12.4,0.5,1.79,1
4,1,14,1,0,1,0,0,10,0,12,26.2380952380952,15.5,2.8,-4.06,1
5,1,1,1,0,1,1,0,10,2,12,26.2333333333333,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,12,0,14,26.2333333333333,7.6,2.6,0.32,1
5,1,1,1,0,1,0,1,11,0,12,26.2333333333333,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,16,0,16,26.2325,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,12,0,15,26.2316666666667,11.1,0.6,2.02,1
5,1,1,1,0,1,0,0,16,7,16,26.2222222222222,12.4,0.5,1.79,1
4,1,14,1,0,1,1,1,12,0,12,26.2222222222222,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,15,3,15,26.22,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,16,0,16,26.22,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,13,0,15,26.2154166666667,12.4,0.5,1.79,1
4,1,14,1,0,1,1,0,12,0,12,26.2142857142857,12.4,0.5,1.79,1
12,1,1,1,0,1,1,0,14,0,16,26.2114285714286,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,14,0,15,26.2033333333333,15.5,2.8,-4.06,1
6,1,1,1,0,1,0,0,10,0,10,26.2,10.8,1.4,1.74,1
16,1,1,1,0,1,0,1,10,0,12,26.2,9.4,-0.8,-3.12,1
14,1,1,1,0,1,1,0,10,0,12,26.2,13.9,-0.3,0.79,1
9,1,1,1,0,1,1,0,10,0,10,26.2,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,0,10,0,12,26.2,12.7,3.7,-1.7,1
14,1,1,1,0,1,0,0,10,0,10,26.2,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,1,9,0,10,26.2,9.4,-0.8,-3.12,1
12,1,1,1,0,1,1,0,14,0,16,26.2,12.7,3.7,-1.7,1
4,1,3,1,0,0,1,0,6,1,12,26.2,15.5,2.8,-4.06,0
9,1,1,1,0,1,0,1,10,0,10,26.2,8.9,1.4,3.51,1
15,1,1,1,0,1,0,1,11,0,12,26.2,13.9,-0.3,0.79,0
9,1,1,1,0,1,1,1,10,0,10,26.2,8.9,1.4,3.51,0
15,1,1,1,0,1,0,0,12,0,12,26.1904761904762,13.9,-0.3,0.79,1
12,1,1,1,0,1,1,0,14,0,15,26.181746031746,12.4,0.5,1.79,1
3,0,1,1,0,1,0,0,18,11,18,26.1785714285714,9.4,-0.8,-3.12,1
5,1,2,1,0,1,0,0,33,28,36,26.1764705882353,7.6,2.6,0.32,0
16,1,1,1,0,1,0,0,12,0,14,26.1666666666667,11.1,0.6,2.02,1
15,1,1,1,0,1,1,0,12,0,12,26.1666666666667,15.5,2.8,-4.06,1
15,1,1,1,0,1,0,0,12,0,12,26.1666666666667,9.4,-0.8,-3.12,1
14,1,1,1,0,1,0,0,12,0,12,26.1666666666667,10.8,1.4,1.74,0
6,1,14,1,0,1,0,0,7,3,12,26.1666666666667,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,0,12,0,12,26.1666666666667,7.6,2.6,0.32,1
16,1,1,1,0,1,1,0,12,0,14,26.1666666666667,12.4,0.5,1.79,0
15,1,1,21,0,1,0,1,12,0,12,26.1666666666667,11.1,0.6,2.02,0
11,1,1,1,0,1,1,1,12,0,12,26.1666666666667,12.4,0.5,1.79,1
15,1,1,1,0,1,1,1,12,0,12,26.1666666666667,12.7,3.7,-1.7,1
5,1,1,1,0,1,1,0,24,12,24,26.1666666666667,10.8,1.4,1.74,1
15,1,1,1,0,1,0,1,12,0,12,26.1666666666667,11.1,0.6,2.02,1
10,1,1,1,0,1,0,0,7,0,12,26.1666666666667,9.4,-0.8,-3.12,1
3,0,1,1,0,1,0,0,11,2,12,26.1666666666667,12.7,3.7,-1.7,1
10,1,12,1,0,1,0,0,12,0,12,26.1666666666667,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,14,0,16,26.16,10.8,1.4,1.74,1
2,1,1,1,0,1,1,1,22,10,23,26.1515151515152,8.9,1.4,3.51,1
12,1,1,1,0,1,1,0,14,0,16,26.1514285714286,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,9,0,10,26.15,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,16,0,16,26.1475,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,13,0,15,26.1471428571429,11.1,0.6,2.02,1
12,1,1,1,0,1,1,1,28,12,28,26.1457142857143,9.4,-0.8,-3.12,1
15,1,1,1,0,1,0,0,11,0,12,26.1428571428571,15.5,2.8,-4.06,0
15,1,1,1,0,1,0,1,12,0,12,26.1428571428571,12.4,0.5,1.79,0
6,1,1,1,0,1,0,0,9,0,10,26.1428571428571,10.8,1.4,1.74,1
15,1,1,1,0,0,0,0,11,0,12,26.1428571428571,13.9,-0.3,0.79,0
12,1,1,1,0,1,0,0,14,0,15,26.1412698412698,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,12,0,16,26.1333333333333,12.7,3.7,-1.7,0
